,qid,docno,label
346,test-international-miasimyhw-pro03a,test-international-miasimyhw-pro03b,1
347,test-international-miasimyhw-pro04a,test-international-miasimyhw-pro04b,1
348,test-international-miasimyhw-con02a,test-international-miasimyhw-con02b,1
349,test-international-miasimyhw-con03a,test-international-miasimyhw-con03b,1
350,test-international-miasimyhw-con01a,test-international-miasimyhw-con01b,1
351,test-international-ghwcitca-pro02a,test-international-ghwcitca-pro02b,1
352,test-international-ghwcitca-pro01a,test-international-ghwcitca-pro01b,1
353,test-international-ghwcitca-pro03a,test-international-ghwcitca-pro03b,1
354,test-international-ghwcitca-pro04a,test-international-ghwcitca-pro04b,1
355,test-international-ghwcitca-con02a,test-international-ghwcitca-con02b,1
356,test-international-ghwcitca-con03a,test-international-ghwcitca-con03b,1
357,test-international-ghwcitca-con01a,test-international-ghwcitca-con01b,1
358,test-international-gmehwasr-pro02a,test-international-gmehwasr-pro02b,1
359,test-international-gmehwasr-pro05a,test-international-gmehwasr-pro05b,1
360,test-international-gmehwasr-pro01a,test-international-gmehwasr-pro01b,1
361,test-international-gmehwasr-pro03a,test-international-gmehwasr-pro03b,1
362,test-international-gmehwasr-pro04a,test-international-gmehwasr-pro04b,1
363,test-international-gmehwasr-con02a,test-international-gmehwasr-con02b,1
364,test-international-gmehwasr-con05a,test-international-gmehwasr-con05b,1
365,test-international-gmehwasr-con04a,test-international-gmehwasr-con04b,1
366,test-international-gmehwasr-con03a,test-international-gmehwasr-con03b,1
367,test-international-gmehwasr-con01a,test-international-gmehwasr-con01b,1
368,test-international-aghbfcpspr-pro02a,test-international-aghbfcpspr-pro02b,1
369,test-international-aghbfcpspr-pro05a,test-international-aghbfcpspr-pro05b,1
370,test-international-aghbfcpspr-pro01a,test-international-aghbfcpspr-pro01b,1
371,test-international-aghbfcpspr-pro03a,test-international-aghbfcpspr-pro03b,1
372,test-international-aghbfcpspr-pro04a,test-international-aghbfcpspr-pro04b,1
373,test-international-aghbfcpspr-con02a,test-international-aghbfcpspr-con02b,1
374,test-international-aghbfcpspr-con04a,test-international-aghbfcpspr-con04b,1
375,test-international-aghbfcpspr-con03a,test-international-aghbfcpspr-con03b,1
376,test-international-aghbfcpspr-con01a,test-international-aghbfcpspr-con01b,1
377,test-international-gpsmhbsosb-pro02a,test-international-gpsmhbsosb-pro02b,1
378,test-international-gpsmhbsosb-pro01a,test-international-gpsmhbsosb-pro01b,1
379,test-international-gpsmhbsosb-pro03a,test-international-gpsmhbsosb-pro03b,1
380,test-international-gpsmhbsosb-con02a,test-international-gpsmhbsosb-con02b,1
381,test-international-gpsmhbsosb-con03a,test-international-gpsmhbsosb-con03b,1
382,test-international-gpsmhbsosb-con01a,test-international-gpsmhbsosb-con01b,1
383,test-international-apwhbaucmip-pro02a,test-international-apwhbaucmip-pro02b,1
384,test-international-apwhbaucmip-pro01a,test-international-apwhbaucmip-pro01b,1
385,test-international-apwhbaucmip-pro03a,test-international-apwhbaucmip-pro03b,1
386,test-international-apwhbaucmip-pro04a,test-international-apwhbaucmip-pro04b,1
387,test-international-apwhbaucmip-con02a,test-international-apwhbaucmip-con02b,1
388,test-international-apwhbaucmip-con04a,test-international-apwhbaucmip-con04b,1
389,test-international-apwhbaucmip-con03a,test-international-apwhbaucmip-con03b,1
390,test-international-apwhbaucmip-con01a,test-international-apwhbaucmip-con01b,1
391,test-international-iighbopcc-pro02a,test-international-iighbopcc-pro02b,1
392,test-international-iighbopcc-pro01a,test-international-iighbopcc-pro01b,1
393,test-international-iighbopcc-pro03a,test-international-iighbopcc-pro03b,1
394,test-international-iighbopcc-con02a,test-international-iighbopcc-con02b,1
395,test-international-iighbopcc-con03a,test-international-iighbopcc-con03b,1
396,test-international-iighbopcc-con01a,test-international-iighbopcc-con01b,1
397,test-international-bldimehbn-pro02a,test-international-bldimehbn-pro02b,1
398,test-international-bldimehbn-pro01a,test-international-bldimehbn-pro01b,1
399,test-international-bldimehbn-pro03a,test-international-bldimehbn-pro03b,1
400,test-international-bldimehbn-con02a,test-international-bldimehbn-con02b,1
401,test-international-bldimehbn-con03a,test-international-bldimehbn-con03b,1
402,test-international-bldimehbn-con01a,test-international-bldimehbn-con01b,1
403,test-international-amehbuaisji-pro02a,test-international-amehbuaisji-pro02b,1
404,test-international-amehbuaisji-pro01a,test-international-amehbuaisji-pro01b,1
405,test-international-amehbuaisji-pro03a,test-international-amehbuaisji-pro03b,1
406,test-international-amehbuaisji-con02a,test-international-amehbuaisji-con02b,1
407,test-international-amehbuaisji-con04a,test-international-amehbuaisji-con04b,1
408,test-international-amehbuaisji-con03a,test-international-amehbuaisji-con03b,1
409,test-international-amehbuaisji-con01a,test-international-amehbuaisji-con01b,1
410,test-international-gpdwhwcusa-pro02a,test-international-gpdwhwcusa-pro02b,1
411,test-international-gpdwhwcusa-pro01a,test-international-gpdwhwcusa-pro01b,1
412,test-international-gpdwhwcusa-pro03a,test-international-gpdwhwcusa-pro03b,1
413,test-international-gpdwhwcusa-con02a,test-international-gpdwhwcusa-con02b,1
414,test-international-gpdwhwcusa-con05a,test-international-gpdwhwcusa-con05b,1
415,test-international-gpdwhwcusa-con04a,test-international-gpdwhwcusa-con04b,1
416,test-international-gpdwhwcusa-con03a,test-international-gpdwhwcusa-con03b,1
417,test-international-gpdwhwcusa-con01a,test-international-gpdwhwcusa-con01b,1
418,test-international-ghbunhf-pro02a,test-international-ghbunhf-pro02b,1
419,test-international-ghbunhf-pro05a,test-international-ghbunhf-pro05b,1
420,test-international-ghbunhf-pro01a,test-international-ghbunhf-pro01b,1
421,test-international-ghbunhf-pro03a,test-international-ghbunhf-pro03b,1
422,test-international-ghbunhf-pro04a,test-international-ghbunhf-pro04b,1
423,test-international-ghbunhf-con02a,test-international-ghbunhf-con02b,1
424,test-international-ghbunhf-con05a,test-international-ghbunhf-con05b,1
425,test-international-ghbunhf-con04a,test-international-ghbunhf-con04b,1
426,test-international-ghbunhf-con03a,test-international-ghbunhf-con03b,1
427,test-international-ghbunhf-con01a,test-international-ghbunhf-con01b,1
428,test-international-aghwrem-pro02a,test-international-aghwrem-pro02b,1
429,test-international-aghwrem-pro05a,test-international-aghwrem-pro05b,1
430,test-international-aghwrem-pro01a,test-international-aghwrem-pro01b,1
431,test-international-aghwrem-pro03a,test-international-aghwrem-pro03b,1
432,test-international-aghwrem-pro04a,test-international-aghwrem-pro04b,1
433,test-international-aghwrem-con02a,test-international-aghwrem-con02b,1
434,test-international-aghwrem-con04a,test-international-aghwrem-con04b,1
435,test-international-aghwrem-con03a,test-international-aghwrem-con03b,1
436,test-international-aghwrem-con01a,test-international-aghwrem-con01b,1
437,test-international-bmaggiahbl-pro02a,test-international-bmaggiahbl-pro02b,1
438,test-international-bmaggiahbl-pro01a,test-international-bmaggiahbl-pro01b,1
439,test-international-bmaggiahbl-pro03a,test-international-bmaggiahbl-pro03b,1
440,test-international-bmaggiahbl-con02a,test-international-bmaggiahbl-con02b,1
441,test-international-bmaggiahbl-con03a,test-international-bmaggiahbl-con03b,1
442,test-international-bmaggiahbl-con01a,test-international-bmaggiahbl-con01b,1
443,test-international-appghblsba-pro02a,test-international-appghblsba-pro02b,1
444,test-international-appghblsba-pro01a,test-international-appghblsba-pro01b,1
445,test-international-appghblsba-pro03a,test-international-appghblsba-pro03b,1
446,test-international-appghblsba-pro04a,test-international-appghblsba-pro04b,1
447,test-international-appghblsba-con02a,test-international-appghblsba-con02b,1
448,test-international-appghblsba-con03a,test-international-appghblsba-con03b,1
449,test-international-appghblsba-con01a,test-international-appghblsba-con01b,1
450,test-international-ehbfe-pro02a,test-international-ehbfe-pro02b,1
451,test-international-ehbfe-pro05a,test-international-ehbfe-pro05b,1
452,test-international-ehbfe-pro01a,test-international-ehbfe-pro01b,1
453,test-international-ehbfe-pro03a,test-international-ehbfe-pro03b,1
454,test-international-ehbfe-pro04a,test-international-ehbfe-pro04b,1
455,test-international-ehbfe-con02a,test-international-ehbfe-con02b,1
456,test-international-ehbfe-con04a,test-international-ehbfe-con04b,1
457,test-international-ehbfe-con03a,test-international-ehbfe-con03b,1
458,test-international-ehbfe-con01a,test-international-ehbfe-con01b,1
459,test-international-iiahwagit-pro02a,test-international-iiahwagit-pro02b,1
460,test-international-iiahwagit-pro05a,test-international-iiahwagit-pro05b,1
461,test-international-iiahwagit-pro01a,test-international-iiahwagit-pro01b,1
462,test-international-iiahwagit-pro03a,test-international-iiahwagit-pro03b,1
463,test-international-iiahwagit-pro04a,test-international-iiahwagit-pro04b,1
464,test-international-iiahwagit-con02a,test-international-iiahwagit-con02b,1
465,test-international-iiahwagit-con04a,test-international-iiahwagit-con04b,1
466,test-international-iiahwagit-con03a,test-international-iiahwagit-con03b,1
467,test-international-iiahwagit-con01a,test-international-iiahwagit-con01b,1
468,test-international-epvhwhranet-pro02a,test-international-epvhwhranet-pro02b,1
469,test-international-epvhwhranet-pro01a,test-international-epvhwhranet-pro01b,1
470,test-international-epvhwhranet-pro03a,test-international-epvhwhranet-pro03b,1
471,test-international-epvhwhranet-con02a,test-international-epvhwhranet-con02b,1
472,test-international-epvhwhranet-con04a,test-international-epvhwhranet-con04b,1
473,test-international-epvhwhranet-con03a,test-international-epvhwhranet-con03b,1
474,test-international-epvhwhranet-con01a,test-international-epvhwhranet-con01b,1
475,test-international-aglhrilhb-pro02a,test-international-aglhrilhb-pro02b,1
476,test-international-aglhrilhb-pro01a,test-international-aglhrilhb-pro01b,1
477,test-international-aglhrilhb-pro03a,test-international-aglhrilhb-pro03b,1
478,test-international-aglhrilhb-pro04a,test-international-aglhrilhb-pro04b,1
479,test-international-aglhrilhb-con02a,test-international-aglhrilhb-con02b,1
480,test-international-aglhrilhb-con03a,test-international-aglhrilhb-con03b,1
481,test-international-aglhrilhb-con01a,test-international-aglhrilhb-con01b,1
482,test-international-siacphbnt-pro02a,test-international-siacphbnt-pro02b,1
483,test-international-siacphbnt-pro05a,test-international-siacphbnt-pro05b,1
484,test-international-siacphbnt-pro01a,test-international-siacphbnt-pro01b,1
485,test-international-siacphbnt-pro03a,test-international-siacphbnt-pro03b,1
486,test-international-siacphbnt-pro04a,test-international-siacphbnt-pro04b,1
487,test-international-siacphbnt-con02a,test-international-siacphbnt-con02b,1
488,test-international-siacphbnt-con04a,test-international-siacphbnt-con04b,1
489,test-international-siacphbnt-con03a,test-international-siacphbnt-con03b,1
490,test-international-siacphbnt-con01a,test-international-siacphbnt-con01b,1
491,test-international-aegmeppghw-pro02a,test-international-aegmeppghw-pro02b,1
492,test-international-aegmeppghw-pro01a,test-international-aegmeppghw-pro01b,1
493,test-international-aegmeppghw-pro03a,test-international-aegmeppghw-pro03b,1
494,test-international-aegmeppghw-pro04a,test-international-aegmeppghw-pro04b,1
495,test-international-aegmeppghw-con02a,test-international-aegmeppghw-con02b,1
496,test-international-aegmeppghw-con05a,test-international-aegmeppghw-con05b,1
497,test-international-aegmeppghw-con04a,test-international-aegmeppghw-con04b,1
498,test-international-aegmeppghw-con03a,test-international-aegmeppghw-con03b,1
499,test-international-aegmeppghw-con01a,test-international-aegmeppghw-con01b,1
500,test-international-epglghbni-pro02a,test-international-epglghbni-pro02b,1
501,test-international-epglghbni-pro05a,test-international-epglghbni-pro05b,1
502,test-international-epglghbni-pro01a,test-international-epglghbni-pro01b,1
503,test-international-epglghbni-pro03a,test-international-epglghbni-pro03b,1
504,test-international-epglghbni-pro04a,test-international-epglghbni-pro04b,1
505,test-international-epglghbni-con02a,test-international-epglghbni-con02b,1
506,test-international-epglghbni-con03a,test-international-epglghbni-con03b,1
507,test-international-epglghbni-con01a,test-international-epglghbni-con01b,1
508,test-international-glilpdwhsn-pro02a,test-international-glilpdwhsn-pro02b,1
509,test-international-glilpdwhsn-pro01a,test-international-glilpdwhsn-pro01b,1
510,test-international-glilpdwhsn-pro03a,test-international-glilpdwhsn-pro03b,1
511,test-international-glilpdwhsn-con02a,test-international-glilpdwhsn-con02b,1
512,test-international-glilpdwhsn-con04a,test-international-glilpdwhsn-con04b,1
513,test-international-glilpdwhsn-con03a,test-international-glilpdwhsn-con03b,1
514,test-international-glilpdwhsn-con01a,test-international-glilpdwhsn-con01b,1
515,test-international-sepiahbaaw-pro02a,test-international-sepiahbaaw-pro02b,1
516,test-international-sepiahbaaw-pro01a,test-international-sepiahbaaw-pro01b,1
517,test-international-sepiahbaaw-pro03a,test-international-sepiahbaaw-pro03b,1
518,test-international-sepiahbaaw-pro04a,test-international-sepiahbaaw-pro04b,1
519,test-international-sepiahbaaw-con02a,test-international-sepiahbaaw-con02b,1
520,test-international-sepiahbaaw-con03a,test-international-sepiahbaaw-con03b,1
521,test-international-sepiahbaaw-con01a,test-international-sepiahbaaw-con01b,1
522,test-international-atiahblit-pro02a,test-international-atiahblit-pro02b,1
523,test-international-atiahblit-pro01a,test-international-atiahblit-pro01b,1
524,test-international-atiahblit-pro03a,test-international-atiahblit-pro03b,1
525,test-international-atiahblit-pro04a,test-international-atiahblit-pro04b,1
526,test-international-atiahblit-con02a,test-international-atiahblit-con02b,1
527,test-international-atiahblit-con04a,test-international-atiahblit-con04b,1
528,test-international-atiahblit-con03a,test-international-atiahblit-con03b,1
529,test-international-atiahblit-con01a,test-international-atiahblit-con01b,1
530,test-international-iwiaghbss-pro02a,test-international-iwiaghbss-pro02b,1
531,test-international-iwiaghbss-pro01a,test-international-iwiaghbss-pro01b,1
532,test-international-iwiaghbss-pro03a,test-international-iwiaghbss-pro03b,1
533,test-international-iwiaghbss-pro04a,test-international-iwiaghbss-pro04b,1
534,test-international-iwiaghbss-con02a,test-international-iwiaghbss-con02b,1
535,test-international-iwiaghbss-con03a,test-international-iwiaghbss-con03b,1
536,test-international-iwiaghbss-con01a,test-international-iwiaghbss-con01b,1
537,test-international-segiahbarr-pro02a,test-international-segiahbarr-pro02b,1
538,test-international-segiahbarr-pro01a,test-international-segiahbarr-pro01b,1
539,test-international-segiahbarr-pro03a,test-international-segiahbarr-pro03b,1
540,test-international-segiahbarr-pro04a,test-international-segiahbarr-pro04b,1
541,test-international-segiahbarr-con02a,test-international-segiahbarr-con02b,1
542,test-international-segiahbarr-con04a,test-international-segiahbarr-con04b,1
543,test-international-segiahbarr-con03a,test-international-segiahbarr-con03b,1
544,test-international-segiahbarr-con01a,test-international-segiahbarr-con01b,1
545,test-international-aahwstdrtfm-pro02a,test-international-aahwstdrtfm-pro02b,1
546,test-international-aahwstdrtfm-pro01a,test-international-aahwstdrtfm-pro01b,1
547,test-international-aahwstdrtfm-pro03a,test-international-aahwstdrtfm-pro03b,1
548,test-international-aahwstdrtfm-pro04a,test-international-aahwstdrtfm-pro04b,1
549,test-international-aahwstdrtfm-con02a,test-international-aahwstdrtfm-con02b,1
550,test-international-aahwstdrtfm-con03a,test-international-aahwstdrtfm-con03b,1
551,test-international-aahwstdrtfm-con01a,test-international-aahwstdrtfm-con01b,1
552,test-international-ipecfiepg-pro02a,test-international-ipecfiepg-pro02b,1
553,test-international-ipecfiepg-pro01a,test-international-ipecfiepg-pro01b,1
554,test-international-ipecfiepg-pro03a,test-international-ipecfiepg-pro03b,1
555,test-international-ipecfiepg-con02a,test-international-ipecfiepg-con02b,1
556,test-international-ipecfiepg-con04a,test-international-ipecfiepg-con04b,1
557,test-international-ipecfiepg-con03a,test-international-ipecfiepg-con03b,1
558,test-international-ipecfiepg-con01a,test-international-ipecfiepg-con01b,1
559,test-international-eghrhbeusli-pro02a,test-international-eghrhbeusli-pro02b,1
560,test-international-eghrhbeusli-pro05a,test-international-eghrhbeusli-pro05b,1
561,test-international-eghrhbeusli-pro01a,test-international-eghrhbeusli-pro01b,1
562,test-international-eghrhbeusli-pro03a,test-international-eghrhbeusli-pro03b,1
563,test-international-eghrhbeusli-pro04a,test-international-eghrhbeusli-pro04b,1
564,test-international-eghrhbeusli-con02a,test-international-eghrhbeusli-con02b,1
565,test-international-eghrhbeusli-con05a,test-international-eghrhbeusli-con05b,1
566,test-international-eghrhbeusli-con04a,test-international-eghrhbeusli-con04b,1
567,test-international-eghrhbeusli-con03a,test-international-eghrhbeusli-con03b,1
568,test-international-eghrhbeusli-con01a,test-international-eghrhbeusli-con01b,1
569,test-international-gsciidffe-pro02a,test-international-gsciidffe-pro02b,1
570,test-international-gsciidffe-pro01a,test-international-gsciidffe-pro01b,1
571,test-international-gsciidffe-pro03a,test-international-gsciidffe-pro03b,1
572,test-international-gsciidffe-pro04a,test-international-gsciidffe-pro04b,1
573,test-international-gsciidffe-con02a,test-international-gsciidffe-con02b,1
574,test-international-gsciidffe-con04a,test-international-gsciidffe-con04b,1
575,test-international-gsciidffe-con03a,test-international-gsciidffe-con03b,1
576,test-international-gsciidffe-con01a,test-international-gsciidffe-con01b,1
577,test-international-eiahwpamu-pro02a,test-international-eiahwpamu-pro02b,1
578,test-international-eiahwpamu-pro05a,test-international-eiahwpamu-pro05b,1
579,test-international-eiahwpamu-pro01a,test-international-eiahwpamu-pro01b,1
580,test-international-eiahwpamu-pro03a,test-international-eiahwpamu-pro03b,1
581,test-international-eiahwpamu-pro04a,test-international-eiahwpamu-pro04b,1
582,test-international-eiahwpamu-con02a,test-international-eiahwpamu-con02b,1
583,test-international-eiahwpamu-con03a,test-international-eiahwpamu-con03b,1
584,test-international-eiahwpamu-con01a,test-international-eiahwpamu-con01b,1
585,test-international-emephsate-pro02a,test-international-emephsate-pro02b,1
586,test-international-emephsate-pro01a,test-international-emephsate-pro01b,1
587,test-international-emephsate-pro03a,test-international-emephsate-pro03b,1
588,test-international-emephsate-con02a,test-international-emephsate-con02b,1
589,test-international-emephsate-con03a,test-international-emephsate-con03b,1
590,test-international-emephsate-con01a,test-international-emephsate-con01b,1
591,test-international-epdlhfcefp-pro02a,test-international-epdlhfcefp-pro02b,1
592,test-international-epdlhfcefp-pro01a,test-international-epdlhfcefp-pro01b,1
593,test-international-epdlhfcefp-pro03a,test-international-epdlhfcefp-pro03b,1
594,test-international-epdlhfcefp-pro04a,test-international-epdlhfcefp-pro04b,1
595,test-international-epdlhfcefp-con02a,test-international-epdlhfcefp-con02b,1
596,test-international-epdlhfcefp-con03a,test-international-epdlhfcefp-con03b,1
597,test-international-epdlhfcefp-con01a,test-international-epdlhfcefp-con01b,1
598,test-international-ssiarcmhb-pro02a,test-international-ssiarcmhb-pro02b,1
599,test-international-ssiarcmhb-pro05a,test-international-ssiarcmhb-pro05b,1
600,test-international-ssiarcmhb-pro01a,test-international-ssiarcmhb-pro01b,1
601,test-international-ssiarcmhb-pro03a,test-international-ssiarcmhb-pro03b,1
602,test-international-ssiarcmhb-pro04a,test-international-ssiarcmhb-pro04b,1
603,test-international-ssiarcmhb-con02a,test-international-ssiarcmhb-con02b,1
604,test-international-ssiarcmhb-con05a,test-international-ssiarcmhb-con05b,1
605,test-international-ssiarcmhb-con04a,test-international-ssiarcmhb-con04b,1
606,test-international-ssiarcmhb-con03a,test-international-ssiarcmhb-con03b,1
607,test-international-ssiarcmhb-con01a,test-international-ssiarcmhb-con01b,1
608,test-philosophy-pppgshbsd-pro02a,test-philosophy-pppgshbsd-pro02b,1
609,test-philosophy-pppgshbsd-pro01a,test-philosophy-pppgshbsd-pro01b,1
610,test-philosophy-pppgshbsd-pro03a,test-philosophy-pppgshbsd-pro03b,1
611,test-philosophy-pppgshbsd-con02a,test-philosophy-pppgshbsd-con02b,1
612,test-philosophy-pppgshbsd-con05a,test-philosophy-pppgshbsd-con05b,1
613,test-philosophy-pppgshbsd-con04a,test-philosophy-pppgshbsd-con04b,1
614,test-philosophy-pppgshbsd-con03a,test-philosophy-pppgshbsd-con03b,1
615,test-philosophy-pppgshbsd-con01a,test-philosophy-pppgshbsd-con01b,1
616,test-philosophy-elhbrd-pro02a,test-philosophy-elhbrd-pro02b,1
617,test-philosophy-elhbrd-pro01a,test-philosophy-elhbrd-pro01b,1
618,test-philosophy-elhbrd-pro03a,test-philosophy-elhbrd-pro03b,1
619,test-philosophy-elhbrd-con02a,test-philosophy-elhbrd-con02b,1
620,test-philosophy-elhbrd-con04a,test-philosophy-elhbrd-con04b,1
621,test-philosophy-elhbrd-con03a,test-philosophy-elhbrd-con03b,1
622,test-philosophy-elhbrd-con01a,test-philosophy-elhbrd-con01b,1
623,test-philosophy-apessghwba-pro02a,test-philosophy-apessghwba-pro02b,1
624,test-philosophy-apessghwba-pro05a,test-philosophy-apessghwba-pro05b,1
625,test-philosophy-apessghwba-pro01a,test-philosophy-apessghwba-pro01b,1
626,test-philosophy-apessghwba-pro03a,test-philosophy-apessghwba-pro03b,1
627,test-philosophy-apessghwba-pro04a,test-philosophy-apessghwba-pro04b,1
628,test-philosophy-apessghwba-con02a,test-philosophy-apessghwba-con02b,1
629,test-philosophy-apessghwba-con05a,test-philosophy-apessghwba-con05b,1
630,test-philosophy-apessghwba-con04a,test-philosophy-apessghwba-con04b,1
631,test-philosophy-apessghwba-con03a,test-philosophy-apessghwba-con03b,1
632,test-philosophy-apessghwba-con01a,test-philosophy-apessghwba-con01b,1
633,test-philosophy-elkosmj-pro02a,test-philosophy-elkosmj-pro02b,1
634,test-philosophy-elkosmj-pro01a,test-philosophy-elkosmj-pro01b,1
635,test-philosophy-elkosmj-pro03a,test-philosophy-elkosmj-pro03b,1
636,test-philosophy-elkosmj-con02a,test-philosophy-elkosmj-con02b,1
637,test-philosophy-elkosmj-con05a,test-philosophy-elkosmj-con05b,1
638,test-philosophy-elkosmj-con04a,test-philosophy-elkosmj-con04b,1
639,test-philosophy-elkosmj-con06a,test-philosophy-elkosmj-con06b,1
640,test-philosophy-elkosmj-con03a,test-philosophy-elkosmj-con03b,1
641,test-philosophy-elkosmj-con01a,test-philosophy-elkosmj-con01b,1
642,test-philosophy-pphbclsbs-pro02a,test-philosophy-pphbclsbs-pro02b,1
643,test-philosophy-pphbclsbs-pro05a,test-philosophy-pphbclsbs-pro05b,1
644,test-philosophy-pphbclsbs-pro01a,test-philosophy-pphbclsbs-pro01b,1
645,test-philosophy-pphbclsbs-pro03a,test-philosophy-pphbclsbs-pro03b,1
646,test-philosophy-pphbclsbs-pro04a,test-philosophy-pphbclsbs-pro04b,1
647,test-philosophy-pphbclsbs-con02a,test-philosophy-pphbclsbs-con02b,1
648,test-philosophy-pphbclsbs-con05a,test-philosophy-pphbclsbs-con05b,1
649,test-philosophy-pphbclsbs-con04a,test-philosophy-pphbclsbs-con04b,1
650,test-philosophy-pphbclsbs-con03a,test-philosophy-pphbclsbs-con03b,1
651,test-philosophy-pphbclsbs-con01a,test-philosophy-pphbclsbs-con01b,1
652,test-philosophy-npppmhwup-pro02a,test-philosophy-npppmhwup-pro02b,1
653,test-philosophy-npppmhwup-pro01a,test-philosophy-npppmhwup-pro01b,1
654,test-philosophy-npppmhwup-pro03a,test-philosophy-npppmhwup-pro03b,1
655,test-philosophy-npppmhwup-pro04a,test-philosophy-npppmhwup-pro04b,1
656,test-philosophy-npppmhwup-con02a,test-philosophy-npppmhwup-con02b,1
657,test-philosophy-npppmhwup-con03a,test-philosophy-npppmhwup-con03b,1
658,test-philosophy-npppmhwup-con01a,test-philosophy-npppmhwup-con01b,1
659,test-philosophy-npegiepp-pro02a,test-philosophy-npegiepp-pro02b,1
660,test-philosophy-npegiepp-pro05a,test-philosophy-npegiepp-pro05b,1
661,test-philosophy-npegiepp-pro01a,test-philosophy-npegiepp-pro01b,1
662,test-philosophy-npegiepp-pro03a,test-philosophy-npegiepp-pro03b,1
663,test-philosophy-npegiepp-pro04a,test-philosophy-npegiepp-pro04b,1
664,test-philosophy-npegiepp-con02a,test-philosophy-npegiepp-con02b,1
665,test-philosophy-npegiepp-con04a,test-philosophy-npegiepp-con04b,1
666,test-philosophy-npegiepp-con03a,test-philosophy-npegiepp-con03b,1
667,test-philosophy-npegiepp-con01a,test-philosophy-npegiepp-con01b,1
668,test-philosophy-eppphwlrtjs-pro02a,test-philosophy-eppphwlrtjs-pro02b,1
669,test-philosophy-eppphwlrtjs-pro05a,test-philosophy-eppphwlrtjs-pro05b,1
670,test-philosophy-eppphwlrtjs-pro01a,test-philosophy-eppphwlrtjs-pro01b,1
671,test-philosophy-eppphwlrtjs-pro03a,test-philosophy-eppphwlrtjs-pro03b,1
672,test-philosophy-eppphwlrtjs-pro04a,test-philosophy-eppphwlrtjs-pro04b,1
673,test-philosophy-eppphwlrtjs-con02a,test-philosophy-eppphwlrtjs-con02b,1
674,test-philosophy-eppphwlrtjs-con04a,test-philosophy-eppphwlrtjs-con04b,1
675,test-philosophy-eppphwlrtjs-con03a,test-philosophy-eppphwlrtjs-con03b,1
676,test-philosophy-eppphwlrtjs-con01a,test-philosophy-eppphwlrtjs-con01b,1
677,test-philosophy-pppthbtcb-pro02a,test-philosophy-pppthbtcb-pro02b,1
678,test-philosophy-pppthbtcb-pro05a,test-philosophy-pppthbtcb-pro05b,1
679,test-philosophy-pppthbtcb-pro01a,test-philosophy-pppthbtcb-pro01b,1
680,test-philosophy-pppthbtcb-pro03a,test-philosophy-pppthbtcb-pro03b,1
681,test-philosophy-pppthbtcb-pro04a,test-philosophy-pppthbtcb-pro04b,1
682,test-philosophy-pppthbtcb-con02a,test-philosophy-pppthbtcb-con02b,1
683,test-philosophy-pppthbtcb-con04a,test-philosophy-pppthbtcb-con04b,1
684,test-philosophy-pppthbtcb-con03a,test-philosophy-pppthbtcb-con03b,1
685,test-philosophy-pppthbtcb-con01a,test-philosophy-pppthbtcb-con01b,1
686,test-philosophy-ippelhbcp-pro02a,test-philosophy-ippelhbcp-pro02b,1
687,test-philosophy-ippelhbcp-pro01a,test-philosophy-ippelhbcp-pro01b,1
688,test-philosophy-ippelhbcp-pro03a,test-philosophy-ippelhbcp-pro03b,1
689,test-philosophy-ippelhbcp-con02a,test-philosophy-ippelhbcp-con02b,1
690,test-philosophy-ippelhbcp-con04a,test-philosophy-ippelhbcp-con04b,1
691,test-philosophy-ippelhbcp-con03a,test-philosophy-ippelhbcp-con03b,1
692,test-philosophy-ippelhbcp-con01a,test-philosophy-ippelhbcp-con01b,1
693,test-law-ilppppghb-pro02a,test-law-ilppppghb-pro02b,1
694,test-law-ilppppghb-pro01a,test-law-ilppppghb-pro01b,1
695,test-law-ilppppghb-pro03a,test-law-ilppppghb-pro03b,1
696,test-law-ilppppghb-pro04a,test-law-ilppppghb-pro04b,1
697,test-law-ilppppghb-con02a,test-law-ilppppghb-con02b,1
698,test-law-ilppppghb-con03a,test-law-ilppppghb-con03b,1
699,test-law-ilppppghb-con01a,test-law-ilppppghb-con01b,1
700,test-law-lgplhbssbco-pro02a,test-law-lgplhbssbco-pro02b,1
701,test-law-lgplhbssbco-pro01a,test-law-lgplhbssbco-pro01b,1
702,test-law-lgplhbssbco-pro03a,test-law-lgplhbssbco-pro03b,1
703,test-law-lgplhbssbco-pro04a,test-law-lgplhbssbco-pro04b,1
704,test-law-lgplhbssbco-con02a,test-law-lgplhbssbco-con02b,1
705,test-law-lgplhbssbco-con03a,test-law-lgplhbssbco-con03b,1
706,test-law-lgplhbssbco-con01a,test-law-lgplhbssbco-con01b,1
707,test-law-ralhrilglv-pro02a,test-law-ralhrilglv-pro02b,1
708,test-law-ralhrilglv-pro01a,test-law-ralhrilglv-pro01b,1
709,test-law-ralhrilglv-pro03a,test-law-ralhrilglv-pro03b,1
710,test-law-ralhrilglv-con02a,test-law-ralhrilglv-con02b,1
711,test-law-ralhrilglv-con04a,test-law-ralhrilglv-con04b,1
712,test-law-ralhrilglv-con03a,test-law-ralhrilglv-con03b,1
713,test-law-ralhrilglv-con01a,test-law-ralhrilglv-con01b,1
714,test-law-thgglcplgphw-pro02a,test-law-thgglcplgphw-pro02b,1
715,test-law-thgglcplgphw-pro01a,test-law-thgglcplgphw-pro01b,1
716,test-law-thgglcplgphw-pro03a,test-law-thgglcplgphw-pro03b,1
